在职总月数,每月平均使用分钟数,平均未接语音呼叫数,是否流失
18,374,46,0
47,921,48,0
29,935,46,1
13,1423,98,0
11,121,2,0
12,8,0,1
12,0,0,1
11,1553,91,1
7,1091,42,0
18,511,32,1
13,154,7,0
8,21,0,1
17,882,28,1
19,69,3,0
21,1711,59,0
22,1678,77,0
41,34,6,0
18,195,10,1
15,410,13,0
36,2598,117,0
11,501,18,1
40,46,2,1
11,733,68,0
17,843,43,1
13,816,13,0
11,145,1,1
23,72,3,0
35,240,32,1
26,-1,45,0
23,172,9,0
17,849,48,0
12,1740,105,0
17,2,0,1
31,92,12,0
17,69,5,1
14,362,46,0
11,572,0,0
18,277,13,0
12,833,25,1
25,503,36,1
14,101,7,1
16,845,16,0
12,62,0,1
14,695,50,1
10,346,18,1
31,863,23,1
11,94,14,1
18,284,9,0
34,288,1,1
10,97,2,0
8,74,5,0
14,253,21,1
7,405,18,0
17,255,1,0
26,1640,48,0
40,33,4,1
15,589,28,0
25,449,36,0
24,381,18,0
29,13,1,0
13,52,6,0
13,273,16,1
18,381,16,1
22,3,1,1
18,401,19,0
7,385,62,1
11,497,58,1
19,389,19,0
14,276,28,0
18,328,7,0
27,306,12,0
14,630,55,1
22,445,54,0
16,351,0,1
23,291,30,0
37,253,13,0
54,7,0,0
21,81,1,1
8,75,4,0
31,14,0,1
14,843,69,0
18,1789,37,0
17,316,19,0
12,1121,57,1
22,1066,34,0
29,404,10,0
12,617,23,1
28,92,2,1
21,213,17,0
10,1015,104,1
33,421,23,0
22,254,17,1
18,734,4,1
15,727,44,1
14,30,3,1
9,572,11,0
10,160,16,1
30,521,55,1
31,899,23,1
20,131,10,0
43,2509,54,0
40,717,33,1
58,10,2,1
22,226,30,1
15,424,34,0
16,1624,39,1
11,630,46,1
24,15,1,1
31,895,3,1
24,629,22,1
32,224,16,0
21,54,2,0
15,343,14,0
21,66,0,0
12,283,20,1
7,1419,84,0
7,368,22,0
34,432,27,1
13,1781,48,0
10,314,6,0
27,153,14,1
21,125,4,0
24,86,7,0
34,193,8,0
35,157,14,1
15,172,14,0
11,531,28,0
7,2233,288,0
13,1167,38,1
9,600,62,0
26,291,25,1
7,562,28,0
12,68,2,0
7,784,34,0
14,0,0,0
33,1,0,0
10,543,52,1
12,1404,52,1
10,2681,166,0
10,347,16,1
17,152,0,1
11,46,5,0
10,191,8,0
13,201,16,1
10,84,12,0
37,631,29,0
21,108,0,0
24,1835,87,1
26,0,0,0
26,286,41,1
11,785,84,1
21,211,15,1
20,708,33,0
16,28,0,1
27,874,20,0
29,533,17,1
37,70,0,1
11,421,0,1
12,418,9,0
9,333,14,1
17,725,39,1
10,301,3,0
15,1357,125,0
7,295,14,0
7,544,28,0
49,1857,72,0
19,459,48,0
7,823,46,0
30,471,9,0
15,212,15,1
13,1055,38,0
44,166,5,0
25,68,2,1
15,93,12,0
25,190,6,1
43,353,20,1
11,1214,57,0
23,1057,13,1
9,90,0,0
10,244,16,0
21,352,19,1
14,883,15,1
17,430,14,0
13,1207,54,1
7,44,0,0
10,342,0,1
14,0,0,1
12,1026,88,1
8,3331,196,0
23,784,31,0
15,586,20,1
21,938,29,1
19,168,8,1
17,154,6,0
11,2735,59,1
13,1449,162,0
13,397,28,1
27,80,4,1
12,87,2,1
15,1636,32,1
8,625,22,0
23,108,12,0
9,359,36,0
21,145,22,0
12,263,4,1
28,221,0,0
23,173,6,1
7,201,21,0
45,586,65,0
15,66,1,0
29,268,20,1
11,124,15,1
21,101,11,0
8,1511,176,1
10,465,0,0
7,162,19,0
23,367,32,0
12,268,28,1
22,1258,63,1
40,410,20,0
18,1424,81,1
43,205,7,0
27,377,17,0
20,40,3,0
13,0,0,1
32,174,9,1
11,985,37,1
16,25,0,1
10,2309,105,1
12,1150,26,1
25,849,30,0
22,61,1,1
19,42,1,0
23,116,4,1
14,1490,42,0
17,1197,72,0
17,654,24,1
38,9,0,0
29,61,9,0
29,144,8,1
32,572,24,0
10,841,50,1
17,568,40,1
11,389,25,1
49,0,0,1
37,390,33,1
14,41,0,1
23,175,11,1
23,822,29,0
22,666,65,0
18,81,3,0
20,384,28,1
13,1659,93,0
11,81,6,1
31,48,5,1
14,217,20,1
24,512,14,1
33,179,15,1
32,816,28,0
15,1979,139,0
28,404,73,1
14,271,7,0
35,44,2,0
22,450,23,1
41,1268,107,1
25,134,29,1
12,167,2,1
23,410,5,0
9,1119,18,1
17,232,11,0
11,191,31,1
23,169,21,1
8,204,17,0
23,67,5,1
37,93,8,0
41,20,0,0
49,1409,81,0
8,804,10,0
12,479,8,1
27,1,0,0
11,785,37,0
44,517,10,1
24,250,14,1
30,294,21,1
15,523,28,0
8,1177,47,0
31,234,20,0
16,693,14,1
11,547,59,1
16,858,20,1
24,564,29,0
7,43,0,0
11,428,0,1
12,429,10,0
23,142,7,0
10,2396,72,1
11,187,10,0
7,2008,195,1
11,1322,61,0
12,139,12,0
20,748,40,0
14,810,50,1
23,710,34,1
18,236,29,0
46,1908,126,0
15,434,6,1
18,292,23,0
16,96,13,1
6,1937,93,1
21,471,46,1
25,299,14,1
7,1176,61,1
37,644,34,0
22,138,7,1
11,449,30,1
11,194,19,1
24,2,0,0
12,686,52,0
20,688,11,1
22,449,31,1
16,258,16,1
33,1461,62,0
14,226,31,1
23,397,21,1
8,901,50,1
20,479,11,1
11,1098,105,0
10,1655,98,0
7,704,16,0
9,49,0,0
19,22,0,1
27,950,76,1
22,147,0,1
12,28,0,0
17,153,7,1
32,14,2,0
15,503,21,1
18,544,55,1
10,1110,156,0
22,74,5,0
21,307,10,0
23,88,12,0
22,658,33,1
12,238,25,0
17,241,16,0
24,906,41,1
18,56,8,1
14,25,3,0
16,1407,59,0
28,243,11,1
12,204,7,0
7,785,129,0
6,86,6,0
19,1108,41,1
10,952,91,0
22,328,19,0
17,165,7,0
12,723,120,1
12,217,9,1
13,253,20,1
25,287,16,1
15,76,3,0
28,453,12,0
18,146,6,0
23,102,4,0
11,221,0,1
13,168,0,0
12,529,16,0
31,79,9,1
6,985,26,0
18,94,4,0
25,218,4,0
11,1316,63,0
14,28,0,1
14,897,52,1
15,51,8,1
34,260,20,1
11,1208,55,1
13,1008,100,1
17,53,2,1
12,185,7,1
11,1398,0,1
29,10,0,1
24,106,6,0
19,513,45,0
20,348,58,1
20,248,16,1
14,508,42,0
7,819,13,1
21,22,0,0
24,542,37,1
12,228,34,1
10,165,0,0
11,1525,136,0
25,467,32,0
26,485,12,0
29,40,1,1
40,701,14,0
26,410,8,0
18,21,1,1
30,400,22,0
32,780,83,0
28,1690,81,0
14,47,1,0
18,239,9,1
17,779,42,0
15,487,6,1
44,53,4,1
11,1104,102,1
11,569,40,0
57,45,4,0
46,325,37,0
15,96,9,0
22,299,25,0
10,86,0,1
9,379,14,0
7,201,10,0
14,33,6,1
16,276,10,0
11,388,52,1
11,310,15,1
11,590,60,0
22,33,19,1
39,166,15,1
16,59,4,1
13,605,2,1
11,0,0,1
11,357,0,0
36,163,3,1
40,131,28,1
11,285,0,0
34,506,28,0
24,70,5,1
31,153,4,1
30,18,0,1
10,461,22,0
15,938,24,0
24,46,2,1
13,471,0,1
18,217,42,1
10,389,48,0
12,209,7,0
12,35,1,1
15,149,36,0
31,121,1,0
12,443,27,1
28,455,5,0
11,536,22,1
7,1414,110,0
20,374,40,1
50,592,0,1
24,107,10,0
30,305,5,1
21,421,12,1
6,467,43,1
11,1145,76,0
7,325,19,0
24,172,8,1
12,503,0,0
31,156,10,1
9,0,0,1
8,125,0,0
23,554,33,1
39,5,0,1
10,3513,113,1
10,166,29,1
26,912,78,0
16,6,0,0
56,439,17,0
8,1725,23,0
15,658,120,1
17,0,0,1
21,165,5,1
8,589,41,1
19,529,24,1
31,32,1,1
9,1024,28,0
19,731,40,0
33,814,8,1
19,26,2,0
21,162,30,1
32,163,9,1
9,697,33,0
31,19,0,0
20,185,10,1
23,1407,28,1
25,149,2,0
32,24,0,1
15,416,0,0
33,44,5,1
10,890,11,0
17,133,5,0
24,44,4,0
26,43,6,1
31,1063,15,1
10,826,37,1
20,200,6,0
17,507,15,0
36,151,17,0
11,809,80,1
30,567,56,1
15,24,0,0
23,123,1,1
18,27,2,1
7,488,35,1
7,563,51,0
11,1351,31,1
20,776,31,1
11,138,6,1
16,684,9,0
10,535,22,0
27,436,36,0
25,365,29,1
8,185,0,0
31,48,1,1
20,8,0,0
23,697,25,1
13,500,33,1
6,158,10,0
27,285,28,0
8,582,13,0
10,884,44,1
19,211,23,0
34,1180,35,1
14,671,32,1
26,1158,24,0
13,280,8,1
18,87,16,1
16,713,65,1
12,307,2,0
7,1343,118,1
18,225,14,1
31,240,11,0
12,78,2,0
14,3,0,1
30,3,0,1
26,563,43,0
17,5,0,1
15,579,44,0
9,177,0,0
11,557,20,1
32,547,28,0
43,1061,34,0
18,354,8,1
10,114,4,0
9,416,46,1
22,860,24,0
16,138,8,1
20,296,27,0
15,206,0,1
19,9,0,0
12,343,11,1
7,57,1,0
11,895,37,0
19,232,11,0
32,714,15,0
6,436,74,0
27,175,18,0
43,294,20,0
13,1050,68,0
23,312,1,1
14,552,26,0
11,105,10,1
29,128,13,1
35,203,5,0
7,1301,69,0
11,899,60,1
11,275,10,1
11,754,111,1
27,30,1,1
13,144,3,0
13,554,11,0
24,410,22,0
36,1290,27,0
9,169,2,0
11,448,44,0
11,52,0,0
20,18,1,1
27,591,88,1
13,303,12,0
16,273,3,1
21,114,5,0
8,147,21,0
13,324,0,0
7,1357,21,0
15,142,0,0
23,440,12,1
47,631,20,1
17,369,8,1
28,16,3,1
13,462,59,1
26,107,4,0
7,1591,102,0
12,174,12,1
7,1763,33,0
14,1772,123,0
14,380,12,0
35,330,49,0
28,403,41,1
8,1368,113,0
15,19,0,1
14,169,6,1
32,1044,56,1
36,481,9,0
39,894,41,1
19,331,16,0
17,497,4,0
22,500,15,1
12,868,110,1
39,398,23,1
29,65,0,1
17,1514,30,0
15,382,18,0
19,645,77,0
8,634,62,0
15,263,0,0
11,10,0,1
7,534,51,0
21,195,13,1
23,819,23,1
12,1246,63,1
18,18,1,0
12,299,28,1
29,798,16,1
15,239,8,1
20,1196,45,1
12,1016,57,0
17,226,9,0
17,73,4,0
35,1267,31,0
35,32,0,1
10,164,14,1
18,547,3,1
15,160,5,0
13,422,17,1
27,1117,50,1
33,92,6,1
15,114,5,1
13,195,16,1
21,284,11,0
23,1065,82,1
23,508,16,0
11,1062,113,0
16,646,38,0
28,12,0,1
14,795,88,1
27,130,4,0
13,108,3,1
30,304,7,0
53,7,6,1
32,313,20,0
15,205,14,1
12,423,18,0
14,476,39,0
18,166,7,1
20,30,1,0
10,1303,40,0
15,55,1,0
20,273,25,1
12,103,4,1
26,380,42,0
24,15,1,1
17,212,4,0
26,384,31,0
12,114,24,0
46,148,7,0
30,20,40,0
24,795,17,0
9,233,6,0
6,97,7,0
18,95,6,1
9,18,4,0
26,173,29,1
18,956,25,1
17,666,13,0
22,214,18,1
7,74,4,0
15,24,2,1
18,425,20,1
21,313,30,0
14,389,14,0
21,269,32,1
25,129,10,1
8,1823,48,0
11,193,22,1
23,276,4,1
8,422,46,0
8,93,6,0
21,389,15,0
10,350,10,1
15,653,8,1
23,522,46,1
11,848,52,1
19,150,11,0
12,435,26,1
24,466,12,0
10,627,0,1
8,92,2,0
7,227,4,0
30,349,11,1
29,147,11,0
7,646,26,0
14,165,11,1
15,780,40,0
31,261,28,1
23,326,10,0
7,387,14,0
14,9,1,0
7,548,80,1
30,101,3,0
14,363,0,1
16,634,45,0
21,8,0,0
13,537,29,1
46,394,35,0
8,279,10,0
23,491,13,0
7,302,97,0
12,674,47,0
29,1595,70,0
11,1127,75,0
19,139,6,1
15,312,8,0
30,779,67,1
27,108,8,0
12,575,65,0
22,1188,31,0
11,775,89,1
20,172,17,1
14,0,0,1
10,160,14,0
19,249,3,0
29,128,55,0
27,945,55,1
7,506,26,0
23,617,40,1
8,697,11,0
12,896,47,1
19,535,44,0
24,576,23,1
11,1945,148,0
15,549,17,0
12,622,20,0
12,354,29,1
28,157,6,0
10,736,44,1
16,245,5,0
23,300,33,0
13,1100,111,1
27,280,1,1
32,353,0,0
11,113,1,0
16,1024,94,0
14,101,1,0
23,406,31,0
38,320,8,1
25,710,36,1
20,856,48,0
13,1385,121,0
11,20,1,1
28,307,7,0
29,100,8,0
8,332,21,1
18,270,11,1
11,480,21,0
33,212,14,0
16,731,13,1
30,11,0,1
23,690,21,0
8,158,8,0
23,351,20,0
43,56,1,1
25,892,46,0
12,2179,35,0
21,313,10,0
28,127,3,0
18,782,55,0
11,59,1,0
14,471,32,0
21,1058,34,0
53,503,37,0
8,20,0,0
13,573,15,1
8,671,8,1
27,1413,70,1
10,586,38,0
27,199,28,1
12,441,49,0
32,181,20,0
8,90,0,0
9,467,16,0
16,252,24,1
12,632,14,1
7,294,4,0
20,191,13,1
10,185,13,0
10,377,18,1
13,221,0,0
37,208,10,1
11,513,14,1
12,86,14,1
11,512,39,1
7,3037,169,1
8,609,0,1
19,281,78,0
18,92,5,1
8,280,0,0
8,70,4,0
30,1220,126,1
10,228,51,1
31,2068,80,0
18,722,45,0
11,219,3,0
50,574,20,0
13,130,0,1
19,75,0,0
19,339,26,1
13,678,46,1
22,762,0,0
19,569,32,1
27,27,4,0
19,336,4,1
17,275,3,0
12,587,58,0
44,87,4,1
22,692,14,1
24,16,0,1
21,233,4,0
13,85,2,1
38,75,3,0
11,465,35,0
12,198,4,1
8,342,25,1
31,1100,50,0
16,347,18,0
10,1103,20,1
9,592,12,0
10,385,7,0
31,211,7,0
45,447,30,1
16,339,24,0
12,167,13,1
19,666,3,0
18,317,6,1
24,406,53,0
19,596,47,1
12,596,62,1
17,537,48,1
20,404,16,0
7,1141,31,0
14,829,48,0
10,454,63,0
15,232,0,0
25,1013,44,0
35,2,1,0
11,621,2,1
33,709,18,1
28,146,13,0
13,514,51,1
7,959,47,0
38,578,38,1
20,844,2,0
11,339,16,1
10,814,20,0
22,481,27,1
13,161,26,1
21,1562,98,1
11,85,0,1
14,639,23,1
10,1240,9,0
42,28,4,1
24,177,11,1
11,532,44,1
15,19,0,1
36,1563,54,0
15,1872,87,1
25,310,11,1
12,330,44,1
31,219,8,0
29,871,45,1
23,130,5,1
23,58,0,1
40,29,1,1
6,314,21,0
11,540,38,0
16,251,2,1
9,327,0,0
22,1213,76,0
17,210,14,0
13,1919,84,0
43,69,3,0
15,673,3,0
24,1024,43,0
11,251,23,0
32,770,47,1
7,33,0,0
28,907,94,1
11,1160,52,0
30,384,16,1
12,1491,41,0
15,1,1,0
24,416,59,1
19,84,8,1
20,453,19,0
22,329,0,0
18,841,31,0
24,214,7,1
16,1044,202,0
30,892,124,0
16,538,31,1
12,69,1,1
36,272,33,0
19,1006,55,0
10,894,81,1
27,802,11,1
9,554,25,1
12,1181,30,1
10,596,0,1
13,104,14,0
32,1180,21,0
12,474,0,0
25,1466,215,1
20,56,21,1
14,861,45,1
10,914,100,0
25,225,8,1
10,344,4,0
19,328,7,0
17,0,0,1
20,26,2,1
6,83,1,0
15,406,28,0
15,1789,95,0
43,305,4,1
12,987,33,1
20,161,27,1
13,1110,102,0
12,730,63,1
11,67,2,1
10,704,32,0
10,116,6,0
12,568,6,1
21,163,8,1
7,321,23,1
13,1539,46,0
7,58,3,1
29,392,20,1
22,25,0,0
9,1759,85,0
26,368,38,0
8,1252,153,0
17,102,4,0
10,261,16,1
34,1302,44,0
11,634,93,1
16,206,24,1
16,124,18,1
34,1473,38,0
17,427,38,1
20,2,0,1
21,19,1,0
12,484,45,1
25,156,9,0
15,245,9,1
12,882,6,1
17,2276,75,1
15,819,60,0
25,302,8,1
31,697,15,1
33,1817,57,0
19,395,18,0
23,418,6,0
40,0,0,1
6,181,18,1
12,279,0,1
16,0,0,1
7,119,17,0
14,821,19,0
30,0,0,0
32,274,14,1
23,381,23,1
35,524,40,0
16,500,4,0
23,0,0,1
13,23,2,1
19,0,0,0
11,597,30,0
18,230,35,1
9,150,8,0
22,337,11,1
15,74,3,1
18,45,6,0
18,96,17,1
35,414,12,0
23,591,31,1
25,194,24,0
8,2097,128,0
25,45,1,0
13,509,16,0
16,2570,19,0
22,915,74,1
6,607,19,0
14,344,19,1
7,1683,221,0
18,1288,45,0
7,94,5,0
27,626,32,0
23,1171,18,0
35,183,7,1
25,32,1,1
12,330,31,1
15,122,2,1
6,889,35,1
25,649,18,0
19,93,3,0
43,145,6,1
31,16,0,0
25,630,29,1
25,886,34,0
9,311,15,0
31,530,29,0
16,1283,170,1
60,28,4,0
18,296,22,1
27,0,3,1
18,111,23,1
13,432,17,1
45,709,29,0
15,390,27,0
22,255,3,1
10,136,1,0
13,337,67,1
15,1234,19,0
25,156,9,1
12,87,0,0
14,635,40,0
41,65,0,0
7,271,36,1
16,238,22,1
12,378,33,0
19,296,7,0
19,801,50,0
11,210,0,1
11,352,37,0
12,297,28,0
7,1819,91,1
11,430,34,0
6,18,0,1
8,108,4,0
18,1097,53,0
39,129,6,0
19,179,4,0
18,317,14,0
20,775,27,1
8,161,0,1
23,734,101,1
23,116,5,1
11,500,40,0
12,17,1,1
19,276,16,1
13,217,5,0
13,1059,82,1
23,244,13,1
7,152,9,0
13,10,0,0
14,388,26,0
8,0,0,0
31,916,27,0
13,490,22,0
10,513,37,0
14,44,2,1
14,576,46,1
10,44,2,0
23,0,0,1
28,648,36,0
18,512,0,0
13,1277,107,0
11,488,38,0
14,950,176,0
13,788,39,1
10,179,16,0
9,869,18,1
12,1011,37,0
15,24,0,0
10,929,54,0
14,282,20,1
29,21,0,0
35,592,18,0
13,491,23,1
12,333,12,0
14,412,8,0
20,352,21,1
12,304,4,0
36,831,26,0
27,753,33,1
10,27,0,1
25,697,27,0
26,505,8,1
12,612,44,1
27,137,6,0
21,69,2,1
11,641,17,0
17,317,21,1
13,47,1,0
28,1258,35,0
17,0,0,0
22,290,32,1
18,95,2,0
11,871,50,1
19,65,5,1
11,127,10,0
18,357,25,1
11,416,7,1
6,1148,63,1
6,1082,66,1
12,1178,51,0
23,81,2,1
13,1193,21,1
28,630,12,1
7,343,21,1
14,273,21,1
23,646,8,0
12,241,18,0
13,1115,11,0
11,193,0,1
7,370,0,0
11,276,9,1
19,823,12,0
39,204,22,1
12,512,0,0
24,888,40,0
22,947,26,0
15,95,3,0
27,282,15,0
28,773,20,0
24,828,0,1
9,93,8,0
11,157,10,1
22,438,24,0
13,435,0,1
27,166,13,0
16,296,20,1
29,6,0,1
7,366,70,0
11,361,0,0
9,304,23,0
12,851,24,1
8,355,8,0
25,567,50,0
7,429,25,0
10,1011,63,0
25,128,5,1
11,120,3,1
7,944,70,0
24,167,7,0
20,143,7,0
13,327,16,0
32,300,0,1
25,1349,49,0
18,982,96,0
24,530,25,0
9,536,30,0
37,34,8,1
10,348,20,0
15,13,0,1
22,231,5,0
30,1251,39,1
11,44,1,1
14,893,52,0
24,44,4,1
7,322,34,0
9,724,12,0
26,141,12,1
12,211,9,1
12,381,47,1
34,19,6,0
16,632,32,1
13,104,15,0
17,276,18,0
11,687,161,1
12,1,0,1
11,524,13,0
10,438,23,0
47,1355,72,1
13,491,51,1
49,11,0,1
14,17,0,1
7,292,33,0
14,939,124,0
35,1471,88,1
12,299,16,0
12,1178,186,0
13,1292,34,0
25,382,10,0
11,222,10,0
49,606,8,0
10,1601,188,0
14,731,21,1
18,381,10,1
8,97,4,1
24,382,28,1
13,74,8,1
34,8,0,1
21,566,25,0
19,466,44,0
12,898,141,1
14,780,73,1
26,562,0,0
11,882,20,0
13,507,24,0
12,1031,40,1
16,1403,126,0
10,667,49,0
14,652,30,1
23,314,28,1
15,861,44,0
19,59,5,1
23,217,30,0
17,43,4,1
31,399,13,0
36,135,6,1
22,132,15,1
26,355,54,0
13,1227,87,1
36,1659,27,0
10,134,28,0
18,559,18,1
18,334,13,1
17,417,54,1
11,670,24,0
14,113,8,0
44,14,0,1
27,937,32,1
8,1691,181,1
14,32,0,1
24,0,0,0
29,1629,38,1
30,539,43,1
23,976,42,0
13,1343,31,0
19,193,6,0
15,229,18,0
11,268,33,1
7,558,26,0
33,224,11,0
26,478,33,1
10,274,21,1
16,485,34,0
18,995,114,1
27,460,10,1
8,464,73,0
16,1240,18,0
10,73,0,0
15,437,31,1
7,21,1,0
10,484,1,0
8,0,0,1
19,1450,51,0
7,53,12,0
16,583,36,1
17,386,11,1
19,130,13,0
21,198,9,1
18,154,6,1
35,12,1,1
12,1566,90,1
13,116,6,1
17,90,0,1
28,294,5,1
18,53,3,0
19,204,22,0
25,304,12,1
13,485,32,0
10,1266,64,1
15,900,26,0
16,320,10,0
22,160,6,1
14,42,2,1
11,1232,23,1
11,797,5,1
15,343,18,1
36,309,17,0
12,212,15,1
11,444,7,1
10,728,27,0
11,44,0,0
20,452,23,0
11,610,27,1
11,401,18,0
15,128,3,1
28,248,43,1
21,139,1,0
34,135,8,1
13,1059,37,0
10,1002,19,0
25,39,6,0
12,203,6,1
21,763,74,0
35,653,35,0
23,81,1,0
23,241,15,0
20,316,22,1
18,643,76,0
25,94,4,0
24,451,29,0
18,501,10,1
24,45,5,0
30,515,31,0
8,31,0,0
13,1629,120,0
17,419,27,1
18,1326,54,1
28,810,66,0
39,10,0,1
40,124,12,0
42,1738,33,0
49,771,78,0
9,210,0,0
8,215,0,1
7,182,19,0
25,297,10,1
25,25,0,1
21,128,11,0
9,376,19,0
20,299,18,0
28,666,58,0
39,203,3,0
15,54,0,0
24,67,15,0
10,368,0,1
23,606,18,1
27,51,5,1
7,202,37,0
31,316,22,0
57,-1,0,0
26,212,5,1
28,945,65,0
10,1802,39,0
24,116,8,0
7,479,33,1
34,499,22,1
19,1405,53,0
18,390,21,1
23,3585,164,0
11,272,5,0
12,439,29,1
21,0,0,0
12,1047,41,0
12,207,6,0
28,404,41,1
22,443,19,0
19,1066,62,0
24,564,16,0
17,247,5,1
21,101,3,1
25,39,2,1
10,433,52,0
49,1097,33,1
15,36,2,1
12,1443,82,0
15,169,8,1
41,152,7,0
25,93,0,1
8,781,68,0
22,53,4,0
22,548,20,0
9,319,27,0
10,567,44,0
9,193,9,0
9,1123,14,0
21,272,7,1
25,18,0,1
8,198,3,1
12,781,30,0
20,0,0,1
12,118,6,1
17,898,57,0
8,625,42,0
15,47,2,1
7,361,17,0
6,986,194,0
9,125,8,0
13,1346,30,0
14,206,4,1
30,510,20,1
24,1543,48,0
22,85,7,0
13,70,4,1
27,946,53,0
13,148,25,1
24,101,8,0
17,1156,20,0
24,381,17,1
29,1155,23,1
27,440,87,1
22,353,17,1
8,258,5,1
17,587,40,1
27,593,12,1
21,150,16,0
18,54,3,0
15,252,23,1
18,92,5,0
7,272,9,0
14,0,0,1
22,586,15,1
14,536,37,1
29,222,6,0
8,285,0,1
9,44,0,1
20,26,0,1
10,125,14,1
27,380,16,1
13,55,5,0
19,530,11,0
13,630,17,1
20,750,12,0
12,1462,0,1
9,285,0,1
35,48,11,0
12,1215,49,0
9,184,16,0
7,643,66,1
9,40,6,0
33,62,2,0
32,652,20,0
28,1797,154,0
25,655,26,0
47,367,13,0
13,2731,141,1
25,141,41,1
28,60,9,0
25,505,17,1
9,23,2,0
14,587,66,1
14,376,24,1
52,1527,47,0
14,2450,106,0
11,778,32,1
9,600,36,0
25,204,4,0
30,645,25,0
10,712,24,0
24,261,1,0
10,565,25,0
23,41,2,0
13,393,19,1
37,121,5,0
34,29,3,1
34,674,26,1
11,551,13,0
42,1093,28,0
49,881,2,0
17,182,4,0
14,202,5,0
30,707,93,1
22,770,45,1
14,812,2,0
6,1260,71,1
23,364,32,0
24,425,28,1
16,20,3,0
27,124,5,1
21,1345,24,0
12,345,0,1
29,63,1,1
22,1063,90,1
19,629,31,0
11,1068,119,0
13,357,10,1
19,166,9,1
29,917,73,1
30,625,54,0
9,374,8,1
29,110,11,0
9,398,48,0
11,110,0,0
7,928,38,1
12,534,29,0
30,852,62,1
29,569,11,0
7,452,44,0
22,96,9,0
13,281,27,0
43,566,18,0
18,152,7,0
32,498,18,0
15,521,29,1
53,54,2,0
18,2201,179,0
6,111,4,1
11,345,15,1
9,460,55,0
10,98,8,1
7,1083,71,0
28,650,24,0
6,337,39,0
13,216,12,1
11,553,12,0
8,615,4,0
29,6,2,1
9,1350,48,0
18,642,68,1
9,188,8,0
33,634,44,0
13,130,11,0
47,2185,71,0
15,441,31,1
32,552,169,1
24,446,27,0
24,678,14,0
11,1,0,0
20,351,24,0
21,292,15,0
21,2570,48,1
9,183,8,1
16,33,0,0
19,428,12,1
14,271,5,0
6,1296,95,1
20,255,8,0
23,388,24,0
20,1064,132,1
12,51,5,0
14,708,47,1
8,396,26,0
8,269,0,0
10,237,32,0
15,2178,70,1
14,41,2,1
21,39,2,0
16,473,41,0
12,359,16,0
41,11,1,1
30,365,29,0
23,923,67,0
15,673,37,0
17,596,13,1
37,1,0,1
11,86,3,0
8,396,12,1
26,98,5,1
8,238,27,1
9,773,42,0
11,338,0,1
13,233,12,0
11,0,0,0
12,409,31,1
11,475,84,1
11,590,38,1
16,66,2,0
12,263,11,1
21,477,43,1
22,150,7,0
40,855,22,1
29,543,34,1
16,561,3,0
18,158,5,0
23,156,27,0
18,0,0,1
8,1543,38,1
32,543,35,1
25,312,18,0
24,0,0,1
12,632,46,1
7,292,25,0
27,93,3,1
17,59,1,1
21,510,66,0
26,855,46,0
9,801,44,0
10,167,2,0
11,463,39,0
11,324,19,1
9,409,10,0
33,1123,41,1
25,734,26,0
8,63,0,0
20,683,14,0
15,1192,74,1
10,639,24,1
26,1035,18,0
16,33,4,1
7,582,149,0
7,352,10,0
10,344,14,0
11,1220,89,0
19,1323,145,1
16,218,20,1
32,115,9,0
10,228,14,1
22,46,8,0
10,90,5,1
14,291,12,1
8,1540,5,1
29,60,8,1
41,152,8,1
11,1,0,1
11,564,111,0
9,172,18,0
30,564,33,0
49,66,10,1
19,203,25,1
19,234,11,0
7,1202,94,1
27,448,8,1
7,8,1,0
33,403,8,1
13,314,11,1
25,511,33,0
6,627,43,0
18,39,2,1
14,677,21,1
6,192,31,0
11,1088,49,1
18,124,6,0
15,105,8,1
12,621,19,1
8,652,3,0
18,76,11,1
17,670,17,1
18,261,18,0
18,349,20,1
27,339,30,0
15,146,6,1
12,349,33,0
32,37,0,1
46,4,1,0
13,49,0,1
10,2099,39,0
25,1457,20,1
10,169,24,1
18,900,8,0
34,384,25,1
24,145,10,0
34,365,15,1
16,612,28,1
7,1325,34,1
22,118,7,1
25,512,45,1
31,916,83,0
23,782,22,0
13,234,9,0
31,445,33,0
17,245,0,1
10,380,32,1
34,544,12,0
17,0,0,1
11,58,7,0
35,1020,27,0
31,837,19,0
27,0,0,0
15,590,17,0
12,238,16,1
10,1272,131,0
17,180,10,0
10,894,88,1
31,176,23,1
22,432,19,0
18,428,7,1
20,2189,60,1
19,385,28,0
14,329,2,0
27,439,15,0
12,448,29,1
17,216,17,0
17,46,2,1
12,710,34,0
54,23,1,0
32,905,7,1
21,257,4,0
15,886,107,0
16,836,20,0
17,0,0,1
26,44,7,1
11,428,29,1
14,566,27,0
9,931,26,0
16,69,4,0
43,492,25,1
11,91,10,1
11,1107,127,1
13,162,0,1
11,43,10,1
29,317,7,0
36,174,22,0
23,350,15,0
12,540,26,1
16,645,20,0
10,389,0,1
7,1121,66,1
32,506,38,1
11,451,61,0
11,1658,188,1
31,267,20,0
31,82,2,0
16,61,3,1
15,246,29,1
12,375,0,0
7,535,13,1
9,2197,165,1
6,393,32,0
20,199,20,1
11,292,17,1
23,1487,63,0
11,848,13,0
12,0,0,0
12,43,6,1
46,24,1,1
30,62,1,1
14,603,5,0
19,948,45,0
12,1574,60,0
7,302,26,0
9,209,22,1
11,1931,61,0
